Series,Winner,This Team,Record,Win Order
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-first-round-heat-vs-bucks.html,Miami Heat,Miami Heat,1-0,W
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-first-round-heat-vs-bucks.html,Miami Heat,Milwaukee Bucks,0-1,L
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-first-round-heat-vs-bucks.html,Miami Heat,Milwaukee Bucks,1-1,WL
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-first-round-heat-vs-bucks.html,Miami Heat,Miami Heat,1-1,LW
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-first-round-heat-vs-bucks.html,Miami Heat,Miami Heat,2-1,WLW
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-first-round-heat-vs-bucks.html,Miami Heat,Milwaukee Bucks,1-2,LWL
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-first-round-heat-vs-bucks.html,Miami Heat,Miami Heat,3-1,WLWW
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-first-round-heat-vs-bucks.html,Miami Heat,Milwaukee Bucks,1-3,LWLL
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-first-round-heat-vs-bucks.html,Miami Heat,Miami Heat,4-1,WLWWW
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-first-round-heat-vs-bucks.html,Miami Heat,Milwaukee Bucks,1-4,LWLLL
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-first-round-knicks-vs-cavaliers.html,New York Knicks,New York Knicks,1-0,W
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-first-round-knicks-vs-cavaliers.html,New York Knicks,Cleveland Cavaliers,0-1,L
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-first-round-knicks-vs-cavaliers.html,New York Knicks,Cleveland Cavaliers,1-1,WL
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-first-round-knicks-vs-cavaliers.html,New York Knicks,New York Knicks,1-1,LW
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-first-round-knicks-vs-cavaliers.html,New York Knicks,New York Knicks,2-1,WLW
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-first-round-knicks-vs-cavaliers.html,New York Knicks,Cleveland Cavaliers,1-2,LWL
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-first-round-knicks-vs-cavaliers.html,New York Knicks,New York Knicks,3-1,WLWW
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-first-round-knicks-vs-cavaliers.html,New York Knicks,Cleveland Cavaliers,1-3,LWLL
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-first-round-knicks-vs-cavaliers.html,New York Knicks,New York Knicks,4-1,WLWWW
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-first-round-knicks-vs-cavaliers.html,New York Knicks,Cleveland Cavaliers,1-4,LWLLL
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-first-round-nets-vs-76ers.html,Philadelphia 76ers,Philadelphia 76ers,1-0,W
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-first-round-nets-vs-76ers.html,Philadelphia 76ers,Brooklyn Nets,0-1,L
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-first-round-nets-vs-76ers.html,Philadelphia 76ers,Philadelphia 76ers,2-0,WW
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-first-round-nets-vs-76ers.html,Philadelphia 76ers,Brooklyn Nets,0-2,LL
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-first-round-nets-vs-76ers.html,Philadelphia 76ers,Philadelphia 76ers,3-0,WWW
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-first-round-nets-vs-76ers.html,Philadelphia 76ers,Brooklyn Nets,0-3,LLL
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-first-round-nets-vs-76ers.html,Philadelphia 76ers,Philadelphia 76ers,4-0,WWWW
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-first-round-nets-vs-76ers.html,Philadelphia 76ers,Brooklyn Nets,0-4,LLLL
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-first-round-hawks-vs-celtics.html,Boston Celtics,Boston Celtics,1-0,W
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-first-round-hawks-vs-celtics.html,Boston Celtics,Atlanta Hawks,0-1,L
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-first-round-hawks-vs-celtics.html,Boston Celtics,Boston Celtics,2-0,WW
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-first-round-hawks-vs-celtics.html,Boston Celtics,Atlanta Hawks,0-2,LL
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-first-round-hawks-vs-celtics.html,Boston Celtics,Atlanta Hawks,2-1,WWL
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-first-round-hawks-vs-celtics.html,Boston Celtics,Boston Celtics,1-2,LLW
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-first-round-hawks-vs-celtics.html,Boston Celtics,Boston Celtics,3-1,WWLW
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-first-round-hawks-vs-celtics.html,Boston Celtics,Atlanta Hawks,1-3,LLWL
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-first-round-hawks-vs-celtics.html,Boston Celtics,Atlanta Hawks,3-2,WWLWL
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-first-round-hawks-vs-celtics.html,Boston Celtics,Boston Celtics,2-3,LLWLW
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-first-round-hawks-vs-celtics.html,Boston Celtics,Boston Celtics,4-2,WWLWLW
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-first-round-hawks-vs-celtics.html,Boston Celtics,Atlanta Hawks,2-4,LLWLWL
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-first-round-timberwolves-vs-nuggets.html,Denver Nuggets,Denver Nuggets,1-0,W
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-first-round-timberwolves-vs-nuggets.html,Denver Nuggets,Minnesota Timberwolves,0-1,L
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-first-round-timberwolves-vs-nuggets.html,Denver Nuggets,Denver Nuggets,2-0,WW
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-first-round-timberwolves-vs-nuggets.html,Denver Nuggets,Minnesota Timberwolves,0-2,LL
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-first-round-timberwolves-vs-nuggets.html,Denver Nuggets,Denver Nuggets,3-0,WWW
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-first-round-timberwolves-vs-nuggets.html,Denver Nuggets,Minnesota Timberwolves,0-3,LLL
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-first-round-timberwolves-vs-nuggets.html,Denver Nuggets,Minnesota Timberwolves,3-1,WWWL
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-first-round-timberwolves-vs-nuggets.html,Denver Nuggets,Denver Nuggets,1-3,LLLW
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-first-round-timberwolves-vs-nuggets.html,Denver Nuggets,Denver Nuggets,4-1,WWWLW
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-first-round-timberwolves-vs-nuggets.html,Denver Nuggets,Minnesota Timberwolves,1-4,LLLWL
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-first-round-clippers-vs-suns.html,Phoenix Suns,Los Angeles Clippers,0-1,L
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-first-round-clippers-vs-suns.html,Phoenix Suns,Phoenix Suns,1-0,W
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-first-round-clippers-vs-suns.html,Phoenix Suns,Phoenix Suns,1-1,LW
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-first-round-clippers-vs-suns.html,Phoenix Suns,Los Angeles Clippers,1-1,WL
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-first-round-clippers-vs-suns.html,Phoenix Suns,Phoenix Suns,2-1,LWW
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-first-round-clippers-vs-suns.html,Phoenix Suns,Los Angeles Clippers,1-2,WLL
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-first-round-clippers-vs-suns.html,Phoenix Suns,Phoenix Suns,3-1,LWWW
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-first-round-clippers-vs-suns.html,Phoenix Suns,Los Angeles Clippers,1-3,WLLL
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-first-round-clippers-vs-suns.html,Phoenix Suns,Phoenix Suns,4-1,LWWWW
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-first-round-clippers-vs-suns.html,Phoenix Suns,Los Angeles Clippers,1-4,WLLLL
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-first-round-warriors-vs-kings.html,Golden State Warriors,Sacramento Kings,0-1,L
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-first-round-warriors-vs-kings.html,Golden State Warriors,Golden State Warriors,1-0,W
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-first-round-warriors-vs-kings.html,Golden State Warriors,Sacramento Kings,0-2,LL
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-first-round-warriors-vs-kings.html,Golden State Warriors,Golden State Warriors,2-0,WW
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-first-round-warriors-vs-kings.html,Golden State Warriors,Golden State Warriors,1-2,LLW
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-first-round-warriors-vs-kings.html,Golden State Warriors,Sacramento Kings,2-1,WWL
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-first-round-warriors-vs-kings.html,Golden State Warriors,Golden State Warriors,2-2,LLWW
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-first-round-warriors-vs-kings.html,Golden State Warriors,Sacramento Kings,2-2,WWLL
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-first-round-warriors-vs-kings.html,Golden State Warriors,Golden State Warriors,3-2,LLWWW
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-first-round-warriors-vs-kings.html,Golden State Warriors,Sacramento Kings,2-3,WWLLL
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-first-round-warriors-vs-kings.html,Golden State Warriors,Sacramento Kings,3-3,LLWWWL
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-first-round-warriors-vs-kings.html,Golden State Warriors,Golden State Warriors,3-3,WWLLLW
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-first-round-warriors-vs-kings.html,Golden State Warriors,Golden State Warriors,4-3,LLWWWLW
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-first-round-warriors-vs-kings.html,Golden State Warriors,Sacramento Kings,3-4,WWLLLWL
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-first-round-lakers-vs-grizzlies.html,Los Angeles Lakers,Los Angeles Lakers,1-0,W
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-first-round-lakers-vs-grizzlies.html,Los Angeles Lakers,Memphis Grizzlies,0-1,L
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-first-round-lakers-vs-grizzlies.html,Los Angeles Lakers,Memphis Grizzlies,1-1,WL
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-first-round-lakers-vs-grizzlies.html,Los Angeles Lakers,Los Angeles Lakers,1-1,LW
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-first-round-lakers-vs-grizzlies.html,Los Angeles Lakers,Los Angeles Lakers,2-1,WLW
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-first-round-lakers-vs-grizzlies.html,Los Angeles Lakers,Memphis Grizzlies,1-2,LWL
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-first-round-lakers-vs-grizzlies.html,Los Angeles Lakers,Los Angeles Lakers,3-1,WLWW
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-first-round-lakers-vs-grizzlies.html,Los Angeles Lakers,Memphis Grizzlies,1-3,LWLL
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-first-round-lakers-vs-grizzlies.html,Los Angeles Lakers,Memphis Grizzlies,3-2,WLWWL
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-first-round-lakers-vs-grizzlies.html,Los Angeles Lakers,Los Angeles Lakers,2-3,LWLLW
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-first-round-lakers-vs-grizzlies.html,Los Angeles Lakers,Los Angeles Lakers,4-2,WLWWLW
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-first-round-lakers-vs-grizzlies.html,Los Angeles Lakers,Memphis Grizzlies,2-4,LWLLWL
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-semifinals-heat-vs-knicks.html,Miami Heat,Miami Heat,1-0,W
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-semifinals-heat-vs-knicks.html,Miami Heat,New York Knicks,0-1,L
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-semifinals-heat-vs-knicks.html,Miami Heat,New York Knicks,1-1,WL
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-semifinals-heat-vs-knicks.html,Miami Heat,Miami Heat,1-1,LW
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-semifinals-heat-vs-knicks.html,Miami Heat,Miami Heat,2-1,WLW
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-semifinals-heat-vs-knicks.html,Miami Heat,New York Knicks,1-2,LWL
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-semifinals-heat-vs-knicks.html,Miami Heat,Miami Heat,3-1,WLWW
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-semifinals-heat-vs-knicks.html,Miami Heat,New York Knicks,1-3,LWLL
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-semifinals-heat-vs-knicks.html,Miami Heat,New York Knicks,3-2,WLWWL
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-semifinals-heat-vs-knicks.html,Miami Heat,Miami Heat,2-3,LWLLW
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-semifinals-heat-vs-knicks.html,Miami Heat,Miami Heat,4-2,WLWWLW
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-semifinals-heat-vs-knicks.html,Miami Heat,New York Knicks,2-4,LWLLWL
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-semifinals-76ers-vs-celtics.html,Boston Celtics,Philadelphia 76ers,0-1,L
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-semifinals-76ers-vs-celtics.html,Boston Celtics,Boston Celtics,1-0,W
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-semifinals-76ers-vs-celtics.html,Boston Celtics,Boston Celtics,1-1,LW
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-semifinals-76ers-vs-celtics.html,Boston Celtics,Philadelphia 76ers,1-1,WL
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-semifinals-76ers-vs-celtics.html,Boston Celtics,Boston Celtics,2-1,LWW
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-semifinals-76ers-vs-celtics.html,Boston Celtics,Philadelphia 76ers,1-2,WLL
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-semifinals-76ers-vs-celtics.html,Boston Celtics,Philadelphia 76ers,2-2,LWWL
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-semifinals-76ers-vs-celtics.html,Boston Celtics,Boston Celtics,2-2,WLLW
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-semifinals-76ers-vs-celtics.html,Boston Celtics,Philadelphia 76ers,2-3,LWWLL
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-semifinals-76ers-vs-celtics.html,Boston Celtics,Boston Celtics,3-2,WLLWW
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-semifinals-76ers-vs-celtics.html,Boston Celtics,Boston Celtics,3-3,LWWLLW
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-semifinals-76ers-vs-celtics.html,Boston Celtics,Philadelphia 76ers,3-3,WLLWWL
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-semifinals-76ers-vs-celtics.html,Boston Celtics,Boston Celtics,4-3,LWWLLWW
https://www.basketball-reference.com/playoffs/2023-nba-eastern-conference-semifinals-76ers-vs-celtics.html,Boston Celtics,Philadelphia 76ers,3-4,WLLWWLL
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-semifinals-suns-vs-nuggets.html,Denver Nuggets,Denver Nuggets,1-0,W
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-semifinals-suns-vs-nuggets.html,Denver Nuggets,Phoenix Suns,0-1,L
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-semifinals-suns-vs-nuggets.html,Denver Nuggets,Denver Nuggets,2-0,WW
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-semifinals-suns-vs-nuggets.html,Denver Nuggets,Phoenix Suns,0-2,LL
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-semifinals-suns-vs-nuggets.html,Denver Nuggets,Phoenix Suns,2-1,WWL
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-semifinals-suns-vs-nuggets.html,Denver Nuggets,Denver Nuggets,1-2,LLW
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-semifinals-suns-vs-nuggets.html,Denver Nuggets,Phoenix Suns,2-2,WWLL
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-semifinals-suns-vs-nuggets.html,Denver Nuggets,Denver Nuggets,2-2,LLWW
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-semifinals-suns-vs-nuggets.html,Denver Nuggets,Denver Nuggets,3-2,WWLLW
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-semifinals-suns-vs-nuggets.html,Denver Nuggets,Phoenix Suns,2-3,LLWWL
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-semifinals-suns-vs-nuggets.html,Denver Nuggets,Denver Nuggets,4-2,WWLLWW
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-semifinals-suns-vs-nuggets.html,Denver Nuggets,Phoenix Suns,2-4,LLWWLL
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-semifinals-lakers-vs-warriors.html,Los Angeles Lakers,Los Angeles Lakers,1-0,W
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-semifinals-lakers-vs-warriors.html,Los Angeles Lakers,Golden State Warriors,0-1,L
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-semifinals-lakers-vs-warriors.html,Los Angeles Lakers,Golden State Warriors,1-1,WL
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-semifinals-lakers-vs-warriors.html,Los Angeles Lakers,Los Angeles Lakers,1-1,LW
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-semifinals-lakers-vs-warriors.html,Los Angeles Lakers,Los Angeles Lakers,2-1,WLW
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-semifinals-lakers-vs-warriors.html,Los Angeles Lakers,Golden State Warriors,1-2,LWL
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-semifinals-lakers-vs-warriors.html,Los Angeles Lakers,Los Angeles Lakers,3-1,WLWW
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-semifinals-lakers-vs-warriors.html,Los Angeles Lakers,Golden State Warriors,1-3,LWLL
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-semifinals-lakers-vs-warriors.html,Los Angeles Lakers,Golden State Warriors,3-2,WLWWL
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-semifinals-lakers-vs-warriors.html,Los Angeles Lakers,Los Angeles Lakers,2-3,LWLLW
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-semifinals-lakers-vs-warriors.html,Los Angeles Lakers,Los Angeles Lakers,4-2,WLWWLW
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-semifinals-lakers-vs-warriors.html,Los Angeles Lakers,Golden State Warriors,2-4,LWLLWL
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-finals-lakers-vs-nuggets.html,Denver Nuggets,Denver Nuggets,1-0,W
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-finals-lakers-vs-nuggets.html,Denver Nuggets,Los Angeles Lakers,0-1,L
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-finals-lakers-vs-nuggets.html,Denver Nuggets,Denver Nuggets,2-0,WW
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-finals-lakers-vs-nuggets.html,Denver Nuggets,Los Angeles Lakers,0-2,LL
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-finals-lakers-vs-nuggets.html,Denver Nuggets,Denver Nuggets,3-0,WWW
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-finals-lakers-vs-nuggets.html,Denver Nuggets,Los Angeles Lakers,0-3,LLL
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-finals-lakers-vs-nuggets.html,Denver Nuggets,Denver Nuggets,4-0,WWWW
https://www.basketball-reference.com/playoffs/2023-nba-western-conference-finals-lakers-vs-nuggets.html,Denver Nuggets,Los Angeles Lakers,0-4,LLLL
https://www.basketball-reference.com/playoffs/2022-nba-eastern-conference-first-round-bulls-vs-bucks.html,Milwaukee Bucks,Milwaukee Bucks,1-0,W
https://www.basketball-reference.com/playoffs/2022-nba-eastern-conference-first-round-bulls-vs-bucks.html,Milwaukee Bucks,Chicago Bulls,0-1,L
https://www.basketball-reference.com/playoffs/2022-nba-eastern-conference-first-round-bulls-vs-bucks.html,Milwaukee Bucks,Chicago Bulls,1-1,WL
https://www.basketball-reference.com/playoffs/2022-nba-eastern-conference-first-round-bulls-vs-bucks.html,Milwaukee Bucks,Milwaukee Bucks,1-1,LW
https://www.basketball-reference.com/playoffs/2022-nba-eastern-conference-first-round-bulls-vs-bucks.html,Milwaukee Bucks,Milwaukee Bucks,2-1,WLW
https://www.basketball-reference.com/playoffs/2022-nba-eastern-conference-first-round-bulls-vs-bucks.html,Milwaukee Bucks,Chicago Bulls,1-2,LWL
https://www.basketball-reference.com/playoffs/2022-nba-eastern-conference-first-round-bulls-vs-bucks.html,Milwaukee Bucks,Milwaukee Bucks,3-1,WLWW
https://www.basketball-reference.com/playoffs/2022-nba-eastern-conference-first-round-bulls-vs-bucks.html,Milwaukee Bucks,Chicago Bulls,1-3,LWLL
https://www.basketball-reference.com/playoffs/2022-nba-eastern-conference-first-round-bulls-vs-bucks.html,Milwaukee Bucks,Milwaukee Bucks,4-1,WLWWW
https://www.basketball-reference.com/playoffs/2022-nba-eastern-conference-first-round-bulls-vs-bucks.html,Milwaukee Bucks,Chicago Bulls,1-4,LWLLL
https://www.basketball-reference.com/playoffs/2022-nba-western-conference-first-round-timberwolves-vs-grizzlies.html,Memphis Grizzlies,Minnesota Timberwolves,0-1,L
https://www.basketball-reference.com/playoffs/2022-nba-western-conference-first-round-timberwolves-vs-grizzlies.html,Memphis Grizzlies,Memphis Grizzlies,1-0,W
https://www.basketball-reference.com/playoffs/2022-nba-western-conference-first-round-timberwolves-vs-grizzlies.html,Memphis Grizzlies,Memphis Grizzlies,1-1,LW
https://www.basketball-reference.com/playoffs/2022-nba-western-conference-first-round-timberwolves-vs-grizzlies.html,Memphis Grizzlies,Minnesota Timberwolves,1-1,WL
https://www.basketball-reference.com/playoffs/2022-nba-western-conference-first-round-timberwolves-vs-grizzlies.html,Memphis Grizzlies,Memphis Grizzlies,2-1,LWW
https://www.basketball-reference.com/playoffs/2022-nba-western-conference-first-round-timberwolves-vs-grizzlies.html,Memphis Grizzlies,Minnesota Timberwolves,1-2,WLL
https://www.basketball-reference.com/playoffs/2022-nba-western-conference-first-round-timberwolves-vs-grizzlies.html,Memphis Grizzlies,Minnesota Timberwolves,2-2,LWWL
https://www.basketball-reference.com/playoffs/2022-nba-western-conference-first-round-timberwolves-vs-grizzlies.html,Memphis Grizzlies,Memphis Grizzlies,2-2,WLLW
https://www.basketball-reference.com/playoffs/2022-nba-western-conference-first-round-timberwolves-vs-grizzlies.html,Memphis Grizzlies,Memphis Grizzlies,3-2,LWWLW
https://www.basketball-reference.com/playoffs/2022-nba-western-conference-first-round-timberwolves-vs-grizzlies.html,Memphis Grizzlies,Minnesota Timberwolves,2-3,WLLWL
https://www.basketball-reference.com/playoffs/2022-nba-western-conference-first-round-timberwolves-vs-grizzlies.html,Memphis Grizzlies,Memphis Grizzlies,4-2,LWWLWW
https://www.basketball-reference.com/playoffs/2022-nba-western-conference-first-round-timberwolves-vs-grizzlies.html,Memphis Grizzlies,Minnesota Timberwolves,2-4,WLLWLL
https://www.basketball-reference.com/playoffs/2022-nba-eastern-conference-first-round-nets-vs-celtics.html,Boston Celtics,Boston Celtics,1-0,W
https://www.basketball-reference.com/playoffs/2022-nba-eastern-conference-first-round-nets-vs-celtics.html,Boston Celtics,Brooklyn Nets,0-1,L
https://www.basketball-reference.com/playoffs/2022-nba-eastern-conference-first-round-nets-vs-celtics.html,Boston Celtics,Boston Celtics,2-0,WW
https://www.basketball-reference.com/playoffs/2022-nba-eastern-conference-first-round-nets-vs-celtics.html,Boston Celtics,Brooklyn Nets,0-2,LL
https://www.basketball-reference.com/playoffs/2022-nba-eastern-conference-first-round-nets-vs-celtics.html,Boston Celtics,Boston Celtics,3-0,WWW
https://www.basketball-reference.com/playoffs/2022-nba-eastern-conference-first-round-nets-vs-celtics.html,Boston Celtics,Brooklyn Nets,0-3,LLL
https://www.basketball-reference.com/playoffs/2022-nba-eastern-conference-first-round-nets-vs-celtics.html,Boston Celtics,Boston Celtics,4-0,WWWW
https://www.basketball-reference.com/playoffs/2022-nba-eastern-conference-first-round-nets-vs-celtics.html,Boston Celtics,Brooklyn Nets,0-4,LLLL
https://www.basketball-reference.com/playoffs/2022-nba-western-conference-first-round-nuggets-vs-warriors.html,Golden State Warriors,Golden State Warriors,1-0,W
https://www.basketball-reference.com/playoffs/2022-nba-western-conference-first-round-nuggets-vs-warriors.html,Golden State Warriors,Denver Nuggets,0-1,L
https://www.basketball-reference.com/playoffs/2022-nba-western-conference-first-round-nuggets-vs-warriors.html,Golden State Warriors,Golden State Warriors,2-0,WW
https://www.basketball-reference.com/playoffs/2022-nba-western-conference-first-round-nuggets-vs-warriors.html,Golden State Warriors,Denver Nuggets,0-2,LL
https://www.basketball-reference.com/playoffs/2022-nba-western-conference-first-round-nuggets-vs-warriors.html,Golden State Warriors,Golden State Warriors,3-0,WWW
https://www.basketball-reference.com/playoffs/2022-nba-western-conference-first-round-nuggets-vs-warriors.html,Golden State Warriors,Denver Nuggets,0-3,LLL
https://www.basketball-reference.com/playoffs/2022-nba-western-conference-first-round-nuggets-vs-warriors.html,Golden State Warriors,Denver Nuggets,3-1,WWWL
https://www.basketball-reference.com/playoffs/2022-nba-western-conference-first-round-nuggets-vs-warriors.html,Golden State Warriors,Golden State Warriors,1-3,LLLW
https://www.basketball-reference.com/playoffs/2022-nba-western-conference-first-round-nuggets-vs-warriors.html,Golden State Warriors,Golden State Warriors,4-1,WWWLW
https://www.basketball-reference.com/playoffs/2022-nba-western-conference-first-round-nuggets-vs-warriors.html,Golden State Warriors,Denver Nuggets,1-4,LLLWL
https://www.basketball-reference.com/playoffs/2022-nba-western-conference-first-round-jazz-vs-mavericks.html,Dallas Mavericks,Utah Jazz,0-1,L
https://www.basketball-reference.com/playoffs/2022-nba-western-conference-first-round-jazz-vs-mavericks.html,Dallas Mavericks,Dallas Mavericks,1-0,W
https://www.basketball-reference.com/playoffs/2022-nba-western-conference-first-round-jazz-vs-mavericks.html,Dallas Mavericks,Dallas Mavericks,1-1,LW
