Series,Winner,This Team,Record,Win Order
https://www.basketball-reference.com/playoffs/1978-nba-eastern-conference-finals-bullets-vs-76ers.html,Washington Bullets,Washington Bullets,1-0,W
https://www.basketball-reference.com/playoffs/1978-nba-eastern-conference-finals-bullets-vs-76ers.html,Washington Bullets,Philadelphia 76ers,0-1,L
https://www.basketball-reference.com/playoffs/1978-nba-eastern-conference-finals-bullets-vs-76ers.html,Washington Bullets,Washington Bullets,1-1,WL
https://www.basketball-reference.com/playoffs/1978-nba-eastern-conference-finals-bullets-vs-76ers.html,Washington Bullets,Philadelphia 76ers,1-1,LW
https://www.basketball-reference.com/playoffs/1978-nba-eastern-conference-finals-bullets-vs-76ers.html,Washington Bullets,Washington Bullets,2-1,WLW
https://www.basketball-reference.com/playoffs/1978-nba-eastern-conference-finals-bullets-vs-76ers.html,Washington Bullets,Philadelphia 76ers,1-2,LWL
https://www.basketball-reference.com/playoffs/1978-nba-eastern-conference-finals-bullets-vs-76ers.html,Washington Bullets,Washington Bullets,3-1,WLWW
https://www.basketball-reference.com/playoffs/1978-nba-eastern-conference-finals-bullets-vs-76ers.html,Washington Bullets,Philadelphia 76ers,1-3,LWLL
https://www.basketball-reference.com/playoffs/1978-nba-eastern-conference-finals-bullets-vs-76ers.html,Washington Bullets,Washington Bullets,3-2,WLWWL
https://www.basketball-reference.com/playoffs/1978-nba-eastern-conference-finals-bullets-vs-76ers.html,Washington Bullets,Philadelphia 76ers,2-3,LWLLW
https://www.basketball-reference.com/playoffs/1978-nba-eastern-conference-finals-bullets-vs-76ers.html,Washington Bullets,Washington Bullets,4-2,WLWWLW
https://www.basketball-reference.com/playoffs/1978-nba-eastern-conference-finals-bullets-vs-76ers.html,Washington Bullets,Philadelphia 76ers,2-4,LWLLWL
https://www.basketball-reference.com/playoffs/1978-nba-western-conference-semifinals-supersonics-vs-trail-blazers.html,Seattle SuperSonics,Seattle SuperSonics,1-0,W
https://www.basketball-reference.com/playoffs/1978-nba-western-conference-semifinals-supersonics-vs-trail-blazers.html,Seattle SuperSonics,Portland Trail Blazers,0-1,L
https://www.basketball-reference.com/playoffs/1978-nba-western-conference-semifinals-supersonics-vs-trail-blazers.html,Seattle SuperSonics,Seattle SuperSonics,1-1,WL
https://www.basketball-reference.com/playoffs/1978-nba-western-conference-semifinals-supersonics-vs-trail-blazers.html,Seattle SuperSonics,Portland Trail Blazers,1-1,LW
https://www.basketball-reference.com/playoffs/1978-nba-western-conference-semifinals-supersonics-vs-trail-blazers.html,Seattle SuperSonics,Seattle SuperSonics,2-1,WLW
https://www.basketball-reference.com/playoffs/1978-nba-western-conference-semifinals-supersonics-vs-trail-blazers.html,Seattle SuperSonics,Portland Trail Blazers,1-2,LWL
https://www.basketball-reference.com/playoffs/1978-nba-western-conference-semifinals-supersonics-vs-trail-blazers.html,Seattle SuperSonics,Seattle SuperSonics,3-1,WLWW
https://www.basketball-reference.com/playoffs/1978-nba-western-conference-semifinals-supersonics-vs-trail-blazers.html,Seattle SuperSonics,Portland Trail Blazers,1-3,LWLL
https://www.basketball-reference.com/playoffs/1978-nba-western-conference-semifinals-supersonics-vs-trail-blazers.html,Seattle SuperSonics,Seattle SuperSonics,3-2,WLWWL
https://www.basketball-reference.com/playoffs/1978-nba-western-conference-semifinals-supersonics-vs-trail-blazers.html,Seattle SuperSonics,Portland Trail Blazers,2-3,LWLLW
https://www.basketball-reference.com/playoffs/1978-nba-western-conference-semifinals-supersonics-vs-trail-blazers.html,Seattle SuperSonics,Seattle SuperSonics,4-2,WLWWLW
https://www.basketball-reference.com/playoffs/1978-nba-western-conference-semifinals-supersonics-vs-trail-blazers.html,Seattle SuperSonics,Portland Trail Blazers,2-4,LWLLWL
https://www.basketball-reference.com/playoffs/1978-nba-western-conference-semifinals-bucks-vs-nuggets.html,Denver Nuggets,Denver Nuggets,1-0,W
https://www.basketball-reference.com/playoffs/1978-nba-western-conference-semifinals-bucks-vs-nuggets.html,Denver Nuggets,Milwaukee Bucks,0-1,L
https://www.basketball-reference.com/playoffs/1978-nba-western-conference-semifinals-bucks-vs-nuggets.html,Denver Nuggets,Denver Nuggets,2-0,WW
https://www.basketball-reference.com/playoffs/1978-nba-western-conference-semifinals-bucks-vs-nuggets.html,Denver Nuggets,Milwaukee Bucks,0-2,LL
https://www.basketball-reference.com/playoffs/1978-nba-western-conference-semifinals-bucks-vs-nuggets.html,Denver Nuggets,Denver Nuggets,2-1,WWL
https://www.basketball-reference.com/playoffs/1978-nba-western-conference-semifinals-bucks-vs-nuggets.html,Denver Nuggets,Milwaukee Bucks,1-2,LLW
https://www.basketball-reference.com/playoffs/1978-nba-western-conference-semifinals-bucks-vs-nuggets.html,Denver Nuggets,Denver Nuggets,3-1,WWLW
https://www.basketball-reference.com/playoffs/1978-nba-western-conference-semifinals-bucks-vs-nuggets.html,Denver Nuggets,Milwaukee Bucks,1-3,LLWL
https://www.basketball-reference.com/playoffs/1978-nba-western-conference-semifinals-bucks-vs-nuggets.html,Denver Nuggets,Denver Nuggets,3-2,WWLWL
https://www.basketball-reference.com/playoffs/1978-nba-western-conference-semifinals-bucks-vs-nuggets.html,Denver Nuggets,Milwaukee Bucks,2-3,LLWLW
https://www.basketball-reference.com/playoffs/1978-nba-western-conference-semifinals-bucks-vs-nuggets.html,Denver Nuggets,Denver Nuggets,3-3,WWLWLL
https://www.basketball-reference.com/playoffs/1978-nba-western-conference-semifinals-bucks-vs-nuggets.html,Denver Nuggets,Milwaukee Bucks,3-3,LLWLWW
https://www.basketball-reference.com/playoffs/1978-nba-western-conference-semifinals-bucks-vs-nuggets.html,Denver Nuggets,Denver Nuggets,4-3,WWLWLLW
https://www.basketball-reference.com/playoffs/1978-nba-western-conference-semifinals-bucks-vs-nuggets.html,Denver Nuggets,Milwaukee Bucks,3-4,LLWLWWL
https://www.basketball-reference.com/playoffs/1978-nba-eastern-conference-semifinals-bullets-vs-spurs.html,Washington Bullets,Washington Bullets,0-1,L
https://www.basketball-reference.com/playoffs/1978-nba-eastern-conference-semifinals-bullets-vs-spurs.html,Washington Bullets,San Antonio Spurs,1-0,W
https://www.basketball-reference.com/playoffs/1978-nba-eastern-conference-semifinals-bullets-vs-spurs.html,Washington Bullets,Washington Bullets,1-1,LW
https://www.basketball-reference.com/playoffs/1978-nba-eastern-conference-semifinals-bullets-vs-spurs.html,Washington Bullets,San Antonio Spurs,1-1,WL
https://www.basketball-reference.com/playoffs/1978-nba-eastern-conference-semifinals-bullets-vs-spurs.html,Washington Bullets,Washington Bullets,2-1,LWW
https://www.basketball-reference.com/playoffs/1978-nba-eastern-conference-semifinals-bullets-vs-spurs.html,Washington Bullets,San Antonio Spurs,1-2,WLL
https://www.basketball-reference.com/playoffs/1978-nba-eastern-conference-semifinals-bullets-vs-spurs.html,Washington Bullets,Washington Bullets,3-1,LWWW
https://www.basketball-reference.com/playoffs/1978-nba-eastern-conference-semifinals-bullets-vs-spurs.html,Washington Bullets,San Antonio Spurs,1-3,WLLL
https://www.basketball-reference.com/playoffs/1978-nba-eastern-conference-semifinals-bullets-vs-spurs.html,Washington Bullets,Washington Bullets,3-2,LWWWL
https://www.basketball-reference.com/playoffs/1978-nba-eastern-conference-semifinals-bullets-vs-spurs.html,Washington Bullets,San Antonio Spurs,2-3,WLLLW
https://www.basketball-reference.com/playoffs/1978-nba-eastern-conference-semifinals-bullets-vs-spurs.html,Washington Bullets,Washington Bullets,4-2,LWWWLW
https://www.basketball-reference.com/playoffs/1978-nba-eastern-conference-semifinals-bullets-vs-spurs.html,Washington Bullets,San Antonio Spurs,2-4,WLLLWL
https://www.basketball-reference.com/playoffs/1978-nba-eastern-conference-semifinals-knicks-vs-76ers.html,Philadelphia 76ers,Philadelphia 76ers,1-0,W
https://www.basketball-reference.com/playoffs/1978-nba-eastern-conference-semifinals-knicks-vs-76ers.html,Philadelphia 76ers,New York Knicks,0-1,L
https://www.basketball-reference.com/playoffs/1978-nba-eastern-conference-semifinals-knicks-vs-76ers.html,Philadelphia 76ers,Philadelphia 76ers,2-0,WW
https://www.basketball-reference.com/playoffs/1978-nba-eastern-conference-semifinals-knicks-vs-76ers.html,Philadelphia 76ers,New York Knicks,0-2,LL
https://www.basketball-reference.com/playoffs/1978-nba-eastern-conference-semifinals-knicks-vs-76ers.html,Philadelphia 76ers,Philadelphia 76ers,3-0,WWW
https://www.basketball-reference.com/playoffs/1978-nba-eastern-conference-semifinals-knicks-vs-76ers.html,Philadelphia 76ers,New York Knicks,0-3,LLL
https://www.basketball-reference.com/playoffs/1978-nba-eastern-conference-semifinals-knicks-vs-76ers.html,Philadelphia 76ers,Philadelphia 76ers,4-0,WWWW
https://www.basketball-reference.com/playoffs/1978-nba-eastern-conference-semifinals-knicks-vs-76ers.html,Philadelphia 76ers,New York Knicks,0-4,LLLL
https://www.basketball-reference.com/playoffs/1978-nba-western-conference-first-round-lakers-vs-supersonics.html,Seattle SuperSonics,Seattle SuperSonics,1-0,W
https://www.basketball-reference.com/playoffs/1978-nba-western-conference-first-round-lakers-vs-supersonics.html,Seattle SuperSonics,Los Angeles Lakers,0-1,L
https://www.basketball-reference.com/playoffs/1978-nba-western-conference-first-round-lakers-vs-supersonics.html,Seattle SuperSonics,Seattle SuperSonics,1-1,WL
https://www.basketball-reference.com/playoffs/1978-nba-western-conference-first-round-lakers-vs-supersonics.html,Seattle SuperSonics,Los Angeles Lakers,1-1,LW
https://www.basketball-reference.com/playoffs/1978-nba-western-conference-first-round-lakers-vs-supersonics.html,Seattle SuperSonics,Seattle SuperSonics,2-1,WLW
https://www.basketball-reference.com/playoffs/1978-nba-western-conference-first-round-lakers-vs-supersonics.html,Seattle SuperSonics,Los Angeles Lakers,1-2,LWL
https://www.basketball-reference.com/playoffs/1978-nba-western-conference-first-round-bucks-vs-suns.html,Milwaukee Bucks,Milwaukee Bucks,1-0,W
https://www.basketball-reference.com/playoffs/1978-nba-western-conference-first-round-bucks-vs-suns.html,Milwaukee Bucks,Phoenix Suns,0-1,L
https://www.basketball-reference.com/playoffs/1978-nba-western-conference-first-round-bucks-vs-suns.html,Milwaukee Bucks,Milwaukee Bucks,2-0,WW
https://www.basketball-reference.com/playoffs/1978-nba-western-conference-first-round-bucks-vs-suns.html,Milwaukee Bucks,Phoenix Suns,0-2,LL
https://www.basketball-reference.com/playoffs/1978-nba-eastern-conference-first-round-hawks-vs-bullets.html,Washington Bullets,Washington Bullets,1-0,W
https://www.basketball-reference.com/playoffs/1978-nba-eastern-conference-first-round-hawks-vs-bullets.html,Washington Bullets,Atlanta Hawks,0-1,L
https://www.basketball-reference.com/playoffs/1978-nba-eastern-conference-first-round-hawks-vs-bullets.html,Washington Bullets,Washington Bullets,2-0,WW
https://www.basketball-reference.com/playoffs/1978-nba-eastern-conference-first-round-hawks-vs-bullets.html,Washington Bullets,Atlanta Hawks,0-2,LL
https://www.basketball-reference.com/playoffs/1978-nba-eastern-conference-first-round-knicks-vs-cavaliers.html,New York Knicks,New York Knicks,1-0,W
https://www.basketball-reference.com/playoffs/1978-nba-eastern-conference-first-round-knicks-vs-cavaliers.html,New York Knicks,Cleveland Cavaliers,0-1,L
https://www.basketball-reference.com/playoffs/1978-nba-eastern-conference-first-round-knicks-vs-cavaliers.html,New York Knicks,New York Knicks,2-0,WW
https://www.basketball-reference.com/playoffs/1978-nba-eastern-conference-first-round-knicks-vs-cavaliers.html,New York Knicks,Cleveland Cavaliers,0-2,LL
https://www.basketball-reference.com/playoffs/1979-nba-finals-supersonics-vs-bullets.html,Seattle SuperSonics,Seattle SuperSonics,0-1,L
https://www.basketball-reference.com/playoffs/1979-nba-finals-supersonics-vs-bullets.html,Seattle SuperSonics,Washington Bullets,1-0,W
https://www.basketball-reference.com/playoffs/1979-nba-finals-supersonics-vs-bullets.html,Seattle SuperSonics,Seattle SuperSonics,1-1,LW
https://www.basketball-reference.com/playoffs/1979-nba-finals-supersonics-vs-bullets.html,Seattle SuperSonics,Washington Bullets,1-1,WL
https://www.basketball-reference.com/playoffs/1979-nba-finals-supersonics-vs-bullets.html,Seattle SuperSonics,Seattle SuperSonics,2-1,LWW
https://www.basketball-reference.com/playoffs/1979-nba-finals-supersonics-vs-bullets.html,Seattle SuperSonics,Washington Bullets,1-2,WLL
https://www.basketball-reference.com/playoffs/1979-nba-finals-supersonics-vs-bullets.html,Seattle SuperSonics,Seattle SuperSonics,3-1,LWWW
https://www.basketball-reference.com/playoffs/1979-nba-finals-supersonics-vs-bullets.html,Seattle SuperSonics,Washington Bullets,1-3,WLLL
https://www.basketball-reference.com/playoffs/1979-nba-finals-supersonics-vs-bullets.html,Seattle SuperSonics,Seattle SuperSonics,4-1,LWWWW
https://www.basketball-reference.com/playoffs/1979-nba-finals-supersonics-vs-bullets.html,Seattle SuperSonics,Washington Bullets,1-4,WLLLL
https://www.basketball-reference.com/playoffs/1979-nba-western-conference-finals-suns-vs-supersonics.html,Seattle SuperSonics,Seattle SuperSonics,1-0,W
https://www.basketball-reference.com/playoffs/1979-nba-western-conference-finals-suns-vs-supersonics.html,Seattle SuperSonics,Phoenix Suns,0-1,L
https://www.basketball-reference.com/playoffs/1979-nba-western-conference-finals-suns-vs-supersonics.html,Seattle SuperSonics,Seattle SuperSonics,2-0,WW
https://www.basketball-reference.com/playoffs/1979-nba-western-conference-finals-suns-vs-supersonics.html,Seattle SuperSonics,Phoenix Suns,0-2,LL
https://www.basketball-reference.com/playoffs/1979-nba-western-conference-finals-suns-vs-supersonics.html,Seattle SuperSonics,Seattle SuperSonics,2-1,WWL
https://www.basketball-reference.com/playoffs/1979-nba-western-conference-finals-suns-vs-supersonics.html,Seattle SuperSonics,Phoenix Suns,1-2,LLW
https://www.basketball-reference.com/playoffs/1979-nba-western-conference-finals-suns-vs-supersonics.html,Seattle SuperSonics,Seattle SuperSonics,2-2,WWLL
https://www.basketball-reference.com/playoffs/1979-nba-western-conference-finals-suns-vs-supersonics.html,Seattle SuperSonics,Phoenix Suns,2-2,LLWW
https://www.basketball-reference.com/playoffs/1979-nba-western-conference-finals-suns-vs-supersonics.html,Seattle SuperSonics,Seattle SuperSonics,2-3,WWLLL
https://www.basketball-reference.com/playoffs/1979-nba-western-conference-finals-suns-vs-supersonics.html,Seattle SuperSonics,Phoenix Suns,3-2,LLWWW
https://www.basketball-reference.com/playoffs/1979-nba-western-conference-finals-suns-vs-supersonics.html,Seattle SuperSonics,Seattle SuperSonics,3-3,WWLLLW
https://www.basketball-reference.com/playoffs/1979-nba-western-conference-finals-suns-vs-supersonics.html,Seattle SuperSonics,Phoenix Suns,3-3,LLWWWL
https://www.basketball-reference.com/playoffs/1979-nba-western-conference-finals-suns-vs-supersonics.html,Seattle SuperSonics,Seattle SuperSonics,4-3,WWLLLWW
https://www.basketball-reference.com/playoffs/1979-nba-western-conference-finals-suns-vs-supersonics.html,Seattle SuperSonics,Phoenix Suns,3-4,LLWWWLL
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-finals-spurs-vs-bullets.html,Washington Bullets,Washington Bullets,0-1,L
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-finals-spurs-vs-bullets.html,Washington Bullets,San Antonio Spurs,1-0,W
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-finals-spurs-vs-bullets.html,Washington Bullets,Washington Bullets,1-1,LW
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-finals-spurs-vs-bullets.html,Washington Bullets,San Antonio Spurs,1-1,WL
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-finals-spurs-vs-bullets.html,Washington Bullets,Washington Bullets,1-2,LWL
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-finals-spurs-vs-bullets.html,Washington Bullets,San Antonio Spurs,2-1,WLW
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-finals-spurs-vs-bullets.html,Washington Bullets,Washington Bullets,1-3,LWLL
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-finals-spurs-vs-bullets.html,Washington Bullets,San Antonio Spurs,3-1,WLWW
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-finals-spurs-vs-bullets.html,Washington Bullets,Washington Bullets,2-3,LWLLW
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-finals-spurs-vs-bullets.html,Washington Bullets,San Antonio Spurs,3-2,WLWWL
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-finals-spurs-vs-bullets.html,Washington Bullets,Washington Bullets,3-3,LWLLWW
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-finals-spurs-vs-bullets.html,Washington Bullets,San Antonio Spurs,3-3,WLWWLL
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-finals-spurs-vs-bullets.html,Washington Bullets,Washington Bullets,4-3,LWLLWWW
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-finals-spurs-vs-bullets.html,Washington Bullets,San Antonio Spurs,3-4,WLWWLLL
https://www.basketball-reference.com/playoffs/1979-nba-western-conference-semifinals-lakers-vs-supersonics.html,Seattle SuperSonics,Seattle SuperSonics,1-0,W
https://www.basketball-reference.com/playoffs/1979-nba-western-conference-semifinals-lakers-vs-supersonics.html,Seattle SuperSonics,Los Angeles Lakers,0-1,L
https://www.basketball-reference.com/playoffs/1979-nba-western-conference-semifinals-lakers-vs-supersonics.html,Seattle SuperSonics,Seattle SuperSonics,2-0,WW
https://www.basketball-reference.com/playoffs/1979-nba-western-conference-semifinals-lakers-vs-supersonics.html,Seattle SuperSonics,Los Angeles Lakers,0-2,LL
https://www.basketball-reference.com/playoffs/1979-nba-western-conference-semifinals-lakers-vs-supersonics.html,Seattle SuperSonics,Seattle SuperSonics,2-1,WWL
https://www.basketball-reference.com/playoffs/1979-nba-western-conference-semifinals-lakers-vs-supersonics.html,Seattle SuperSonics,Los Angeles Lakers,1-2,LLW
https://www.basketball-reference.com/playoffs/1979-nba-western-conference-semifinals-lakers-vs-supersonics.html,Seattle SuperSonics,Seattle SuperSonics,3-1,WWLW
https://www.basketball-reference.com/playoffs/1979-nba-western-conference-semifinals-lakers-vs-supersonics.html,Seattle SuperSonics,Los Angeles Lakers,1-3,LLWL
https://www.basketball-reference.com/playoffs/1979-nba-western-conference-semifinals-lakers-vs-supersonics.html,Seattle SuperSonics,Seattle SuperSonics,4-1,WWLWW
https://www.basketball-reference.com/playoffs/1979-nba-western-conference-semifinals-lakers-vs-supersonics.html,Seattle SuperSonics,Los Angeles Lakers,1-4,LLWLL
https://www.basketball-reference.com/playoffs/1979-nba-western-conference-semifinals-kings-vs-suns.html,Phoenix Suns,Phoenix Suns,1-0,W
https://www.basketball-reference.com/playoffs/1979-nba-western-conference-semifinals-kings-vs-suns.html,Phoenix Suns,Kansas City Kings,0-1,L
https://www.basketball-reference.com/playoffs/1979-nba-western-conference-semifinals-kings-vs-suns.html,Phoenix Suns,Phoenix Suns,1-1,WL
https://www.basketball-reference.com/playoffs/1979-nba-western-conference-semifinals-kings-vs-suns.html,Phoenix Suns,Kansas City Kings,1-1,LW
https://www.basketball-reference.com/playoffs/1979-nba-western-conference-semifinals-kings-vs-suns.html,Phoenix Suns,Phoenix Suns,2-1,WLW
https://www.basketball-reference.com/playoffs/1979-nba-western-conference-semifinals-kings-vs-suns.html,Phoenix Suns,Kansas City Kings,1-2,LWL
https://www.basketball-reference.com/playoffs/1979-nba-western-conference-semifinals-kings-vs-suns.html,Phoenix Suns,Phoenix Suns,3-1,WLWW
https://www.basketball-reference.com/playoffs/1979-nba-western-conference-semifinals-kings-vs-suns.html,Phoenix Suns,Kansas City Kings,1-3,LWLL
https://www.basketball-reference.com/playoffs/1979-nba-western-conference-semifinals-kings-vs-suns.html,Phoenix Suns,Phoenix Suns,4-1,WLWWW
https://www.basketball-reference.com/playoffs/1979-nba-western-conference-semifinals-kings-vs-suns.html,Phoenix Suns,Kansas City Kings,1-4,LWLLL
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-semifinals-hawks-vs-bullets.html,Washington Bullets,Washington Bullets,1-0,W
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-semifinals-hawks-vs-bullets.html,Washington Bullets,Atlanta Hawks,0-1,L
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-semifinals-hawks-vs-bullets.html,Washington Bullets,Washington Bullets,1-1,WL
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-semifinals-hawks-vs-bullets.html,Washington Bullets,Atlanta Hawks,1-1,LW
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-semifinals-hawks-vs-bullets.html,Washington Bullets,Washington Bullets,2-1,WLW
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-semifinals-hawks-vs-bullets.html,Washington Bullets,Atlanta Hawks,1-2,LWL
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-semifinals-hawks-vs-bullets.html,Washington Bullets,Washington Bullets,3-1,WLWW
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-semifinals-hawks-vs-bullets.html,Washington Bullets,Atlanta Hawks,1-3,LWLL
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-semifinals-hawks-vs-bullets.html,Washington Bullets,Washington Bullets,3-2,WLWWL
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-semifinals-hawks-vs-bullets.html,Washington Bullets,Atlanta Hawks,2-3,LWLLW
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-semifinals-hawks-vs-bullets.html,Washington Bullets,Washington Bullets,3-3,WLWWLL
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-semifinals-hawks-vs-bullets.html,Washington Bullets,Atlanta Hawks,3-3,LWLLWW
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-semifinals-hawks-vs-bullets.html,Washington Bullets,Washington Bullets,4-3,WLWWLLW
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-semifinals-hawks-vs-bullets.html,Washington Bullets,Atlanta Hawks,3-4,LWLLWWL
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-semifinals-76ers-vs-spurs.html,San Antonio Spurs,San Antonio Spurs,1-0,W
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-semifinals-76ers-vs-spurs.html,San Antonio Spurs,Philadelphia 76ers,0-1,L
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-semifinals-76ers-vs-spurs.html,San Antonio Spurs,San Antonio Spurs,2-0,WW
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-semifinals-76ers-vs-spurs.html,San Antonio Spurs,Philadelphia 76ers,0-2,LL
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-semifinals-76ers-vs-spurs.html,San Antonio Spurs,San Antonio Spurs,2-1,WWL
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-semifinals-76ers-vs-spurs.html,San Antonio Spurs,Philadelphia 76ers,1-2,LLW
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-semifinals-76ers-vs-spurs.html,San Antonio Spurs,San Antonio Spurs,3-1,WWLW
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-semifinals-76ers-vs-spurs.html,San Antonio Spurs,Philadelphia 76ers,1-3,LLWL
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-semifinals-76ers-vs-spurs.html,San Antonio Spurs,San Antonio Spurs,3-2,WWLWL
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-semifinals-76ers-vs-spurs.html,San Antonio Spurs,Philadelphia 76ers,2-3,LLWLW
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-semifinals-76ers-vs-spurs.html,San Antonio Spurs,San Antonio Spurs,3-3,WWLWLL
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-semifinals-76ers-vs-spurs.html,San Antonio Spurs,Philadelphia 76ers,3-3,LLWLWW
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-semifinals-76ers-vs-spurs.html,San Antonio Spurs,San Antonio Spurs,4-3,WWLWLLW
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-semifinals-76ers-vs-spurs.html,San Antonio Spurs,Philadelphia 76ers,3-4,LLWLWWL
https://www.basketball-reference.com/playoffs/1979-nba-western-conference-first-round-trail-blazers-vs-suns.html,Phoenix Suns,Phoenix Suns,1-0,W
https://www.basketball-reference.com/playoffs/1979-nba-western-conference-first-round-trail-blazers-vs-suns.html,Phoenix Suns,Portland Trail Blazers,0-1,L
https://www.basketball-reference.com/playoffs/1979-nba-western-conference-first-round-trail-blazers-vs-suns.html,Phoenix Suns,Phoenix Suns,1-1,WL
https://www.basketball-reference.com/playoffs/1979-nba-western-conference-first-round-trail-blazers-vs-suns.html,Phoenix Suns,Portland Trail Blazers,1-1,LW
https://www.basketball-reference.com/playoffs/1979-nba-western-conference-first-round-trail-blazers-vs-suns.html,Phoenix Suns,Phoenix Suns,2-1,WLW
https://www.basketball-reference.com/playoffs/1979-nba-western-conference-first-round-trail-blazers-vs-suns.html,Phoenix Suns,Portland Trail Blazers,1-2,LWL
https://www.basketball-reference.com/playoffs/1979-nba-western-conference-first-round-lakers-vs-nuggets.html,Los Angeles Lakers,Los Angeles Lakers,0-1,L
https://www.basketball-reference.com/playoffs/1979-nba-western-conference-first-round-lakers-vs-nuggets.html,Los Angeles Lakers,Denver Nuggets,1-0,W
https://www.basketball-reference.com/playoffs/1979-nba-western-conference-first-round-lakers-vs-nuggets.html,Los Angeles Lakers,Los Angeles Lakers,1-1,LW
https://www.basketball-reference.com/playoffs/1979-nba-western-conference-first-round-lakers-vs-nuggets.html,Los Angeles Lakers,Denver Nuggets,1-1,WL
https://www.basketball-reference.com/playoffs/1979-nba-western-conference-first-round-lakers-vs-nuggets.html,Los Angeles Lakers,Los Angeles Lakers,2-1,LWW
https://www.basketball-reference.com/playoffs/1979-nba-western-conference-first-round-lakers-vs-nuggets.html,Los Angeles Lakers,Denver Nuggets,1-2,WLL
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-first-round-nets-vs-76ers.html,Philadelphia 76ers,Philadelphia 76ers,1-0,W
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-first-round-nets-vs-76ers.html,Philadelphia 76ers,New Jersey Nets,0-1,L
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-first-round-nets-vs-76ers.html,Philadelphia 76ers,Philadelphia 76ers,2-0,WW
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-first-round-nets-vs-76ers.html,Philadelphia 76ers,New Jersey Nets,0-2,LL
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-first-round-hawks-vs-rockets.html,Atlanta Hawks,Atlanta Hawks,1-0,W
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-first-round-hawks-vs-rockets.html,Atlanta Hawks,Houston Rockets,0-1,L
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-first-round-hawks-vs-rockets.html,Atlanta Hawks,Atlanta Hawks,2-0,WW
https://www.basketball-reference.com/playoffs/1979-nba-eastern-conference-first-round-hawks-vs-rockets.html,Atlanta Hawks,Houston Rockets,0-2,LL
https://www.basketball-reference.com/playoffs/1980-nba-finals-76ers-vs-lakers.html,Los Angeles Lakers,Los Angeles Lakers,1-0,W
https://www.basketball-reference.com/playoffs/1980-nba-finals-76ers-vs-lakers.html,Los Angeles Lakers,Philadelphia 76ers,0-1,L
https://www.basketball-reference.com/playoffs/1980-nba-finals-76ers-vs-lakers.html,Los Angeles Lakers,Los Angeles Lakers,1-1,WL
https://www.basketball-reference.com/playoffs/1980-nba-finals-76ers-vs-lakers.html,Los Angeles Lakers,Philadelphia 76ers,1-1,LW
