Series,Winner,This Team,Record,Win Order
https://www.basketball-reference.com/playoffs/1947-baa-finals-stags-vs-warriors.html,Philadelphia Warriors,Philadelphia Warriors,1-0,W
https://www.basketball-reference.com/playoffs/1947-baa-finals-stags-vs-warriors.html,Philadelphia Warriors,Chicago Stags,0-1,L
https://www.basketball-reference.com/playoffs/1947-baa-finals-stags-vs-warriors.html,Philadelphia Warriors,Philadelphia Warriors,2-0,WW
https://www.basketball-reference.com/playoffs/1947-baa-finals-stags-vs-warriors.html,Philadelphia Warriors,Chicago Stags,0-2,LL
https://www.basketball-reference.com/playoffs/1947-baa-finals-stags-vs-warriors.html,Philadelphia Warriors,Philadelphia Warriors,3-0,WWW
https://www.basketball-reference.com/playoffs/1947-baa-finals-stags-vs-warriors.html,Philadelphia Warriors,Chicago Stags,0-3,LLL
https://www.basketball-reference.com/playoffs/1947-baa-finals-stags-vs-warriors.html,Philadelphia Warriors,Philadelphia Warriors,3-1,WWWL
https://www.basketball-reference.com/playoffs/1947-baa-finals-stags-vs-warriors.html,Philadelphia Warriors,Chicago Stags,1-3,LLLW
https://www.basketball-reference.com/playoffs/1947-baa-finals-stags-vs-warriors.html,Philadelphia Warriors,Philadelphia Warriors,4-1,WWWLW
https://www.basketball-reference.com/playoffs/1947-baa-finals-stags-vs-warriors.html,Philadelphia Warriors,Chicago Stags,1-4,LLLWL
https://www.basketball-reference.com/playoffs/1947-baa-semifinals-knicks-vs-warriors.html,Philadelphia Warriors,Philadelphia Warriors,1-0,W
https://www.basketball-reference.com/playoffs/1947-baa-semifinals-knicks-vs-warriors.html,Philadelphia Warriors,New York Knicks,0-1,L
https://www.basketball-reference.com/playoffs/1947-baa-semifinals-knicks-vs-warriors.html,Philadelphia Warriors,Philadelphia Warriors,2-0,WW
https://www.basketball-reference.com/playoffs/1947-baa-semifinals-knicks-vs-warriors.html,Philadelphia Warriors,New York Knicks,0-2,LL
https://www.basketball-reference.com/playoffs/1947-baa-semifinals-stags-vs-capitols.html,Chicago Stags,Chicago Stags,1-0,W
https://www.basketball-reference.com/playoffs/1947-baa-semifinals-stags-vs-capitols.html,Chicago Stags,Washington Capitols,0-1,L
https://www.basketball-reference.com/playoffs/1947-baa-semifinals-stags-vs-capitols.html,Chicago Stags,Chicago Stags,2-0,WW
https://www.basketball-reference.com/playoffs/1947-baa-semifinals-stags-vs-capitols.html,Chicago Stags,Washington Capitols,0-2,LL
https://www.basketball-reference.com/playoffs/1947-baa-semifinals-stags-vs-capitols.html,Chicago Stags,Chicago Stags,3-0,WWW
https://www.basketball-reference.com/playoffs/1947-baa-semifinals-stags-vs-capitols.html,Chicago Stags,Washington Capitols,0-3,LLL
https://www.basketball-reference.com/playoffs/1947-baa-semifinals-stags-vs-capitols.html,Chicago Stags,Chicago Stags,3-1,WWWL
https://www.basketball-reference.com/playoffs/1947-baa-semifinals-stags-vs-capitols.html,Chicago Stags,Washington Capitols,1-3,LLLW
https://www.basketball-reference.com/playoffs/1947-baa-semifinals-stags-vs-capitols.html,Chicago Stags,Chicago Stags,3-2,WWWLL
https://www.basketball-reference.com/playoffs/1947-baa-semifinals-stags-vs-capitols.html,Chicago Stags,Washington Capitols,2-3,LLLWW
https://www.basketball-reference.com/playoffs/1947-baa-semifinals-stags-vs-capitols.html,Chicago Stags,Chicago Stags,4-2,WWWLLW
https://www.basketball-reference.com/playoffs/1947-baa-semifinals-stags-vs-capitols.html,Chicago Stags,Washington Capitols,2-4,LLLWWL
https://www.basketball-reference.com/playoffs/1947-baa-quarterfinals-bombers-vs-warriors.html,Philadelphia Warriors,Philadelphia Warriors,1-0,W
https://www.basketball-reference.com/playoffs/1947-baa-quarterfinals-bombers-vs-warriors.html,Philadelphia Warriors,St. Louis Bombers,0-1,L
https://www.basketball-reference.com/playoffs/1947-baa-quarterfinals-bombers-vs-warriors.html,Philadelphia Warriors,Philadelphia Warriors,1-1,WL
https://www.basketball-reference.com/playoffs/1947-baa-quarterfinals-bombers-vs-warriors.html,Philadelphia Warriors,St. Louis Bombers,1-1,LW
https://www.basketball-reference.com/playoffs/1947-baa-quarterfinals-bombers-vs-warriors.html,Philadelphia Warriors,Philadelphia Warriors,2-1,WLW
https://www.basketball-reference.com/playoffs/1947-baa-quarterfinals-bombers-vs-warriors.html,Philadelphia Warriors,St. Louis Bombers,1-2,LWL
https://www.basketball-reference.com/playoffs/1947-baa-quarterfinals-knicks-vs-rebels.html,New York Knicks,New York Knicks,0-1,L
https://www.basketball-reference.com/playoffs/1947-baa-quarterfinals-knicks-vs-rebels.html,New York Knicks,Cleveland Rebels,1-0,W
https://www.basketball-reference.com/playoffs/1947-baa-quarterfinals-knicks-vs-rebels.html,New York Knicks,New York Knicks,1-1,LW
https://www.basketball-reference.com/playoffs/1947-baa-quarterfinals-knicks-vs-rebels.html,New York Knicks,Cleveland Rebels,1-1,WL
https://www.basketball-reference.com/playoffs/1947-baa-quarterfinals-knicks-vs-rebels.html,New York Knicks,New York Knicks,2-1,LWW
https://www.basketball-reference.com/playoffs/1947-baa-quarterfinals-knicks-vs-rebels.html,New York Knicks,Cleveland Rebels,1-2,WLL
https://www.basketball-reference.com/playoffs/1948-baa-finals-bullets-vs-warriors.html,Baltimore Bullets,Baltimore Bullets,0-1,L
https://www.basketball-reference.com/playoffs/1948-baa-finals-bullets-vs-warriors.html,Baltimore Bullets,Philadelphia Warriors,1-0,W
https://www.basketball-reference.com/playoffs/1948-baa-finals-bullets-vs-warriors.html,Baltimore Bullets,Baltimore Bullets,1-1,LW
https://www.basketball-reference.com/playoffs/1948-baa-finals-bullets-vs-warriors.html,Baltimore Bullets,Philadelphia Warriors,1-1,WL
https://www.basketball-reference.com/playoffs/1948-baa-finals-bullets-vs-warriors.html,Baltimore Bullets,Baltimore Bullets,2-1,LWW
https://www.basketball-reference.com/playoffs/1948-baa-finals-bullets-vs-warriors.html,Baltimore Bullets,Philadelphia Warriors,1-2,WLL
https://www.basketball-reference.com/playoffs/1948-baa-finals-bullets-vs-warriors.html,Baltimore Bullets,Baltimore Bullets,3-1,LWWW
https://www.basketball-reference.com/playoffs/1948-baa-finals-bullets-vs-warriors.html,Baltimore Bullets,Philadelphia Warriors,1-3,WLLL
https://www.basketball-reference.com/playoffs/1948-baa-finals-bullets-vs-warriors.html,Baltimore Bullets,Baltimore Bullets,3-2,LWWWL
https://www.basketball-reference.com/playoffs/1948-baa-finals-bullets-vs-warriors.html,Baltimore Bullets,Philadelphia Warriors,2-3,WLLLW
https://www.basketball-reference.com/playoffs/1948-baa-finals-bullets-vs-warriors.html,Baltimore Bullets,Baltimore Bullets,4-2,LWWWLW
https://www.basketball-reference.com/playoffs/1948-baa-finals-bullets-vs-warriors.html,Baltimore Bullets,Philadelphia Warriors,2-4,WLLLWL
https://www.basketball-reference.com/playoffs/1948-baa-semifinals-warriors-vs-bombers.html,Philadelphia Warriors,Philadelphia Warriors,0-1,L
https://www.basketball-reference.com/playoffs/1948-baa-semifinals-warriors-vs-bombers.html,Philadelphia Warriors,St. Louis Bombers,1-0,W
https://www.basketball-reference.com/playoffs/1948-baa-semifinals-warriors-vs-bombers.html,Philadelphia Warriors,Philadelphia Warriors,1-1,LW
https://www.basketball-reference.com/playoffs/1948-baa-semifinals-warriors-vs-bombers.html,Philadelphia Warriors,St. Louis Bombers,1-1,WL
https://www.basketball-reference.com/playoffs/1948-baa-semifinals-warriors-vs-bombers.html,Philadelphia Warriors,Philadelphia Warriors,2-1,LWW
https://www.basketball-reference.com/playoffs/1948-baa-semifinals-warriors-vs-bombers.html,Philadelphia Warriors,St. Louis Bombers,1-2,WLL
https://www.basketball-reference.com/playoffs/1948-baa-semifinals-warriors-vs-bombers.html,Philadelphia Warriors,Philadelphia Warriors,2-2,LWWL
https://www.basketball-reference.com/playoffs/1948-baa-semifinals-warriors-vs-bombers.html,Philadelphia Warriors,St. Louis Bombers,2-2,WLLW
https://www.basketball-reference.com/playoffs/1948-baa-semifinals-warriors-vs-bombers.html,Philadelphia Warriors,Philadelphia Warriors,2-3,LWWLL
https://www.basketball-reference.com/playoffs/1948-baa-semifinals-warriors-vs-bombers.html,Philadelphia Warriors,St. Louis Bombers,3-2,WLLWW
https://www.basketball-reference.com/playoffs/1948-baa-semifinals-warriors-vs-bombers.html,Philadelphia Warriors,Philadelphia Warriors,3-3,LWWLLW
https://www.basketball-reference.com/playoffs/1948-baa-semifinals-warriors-vs-bombers.html,Philadelphia Warriors,St. Louis Bombers,3-3,WLLWWL
https://www.basketball-reference.com/playoffs/1948-baa-semifinals-warriors-vs-bombers.html,Philadelphia Warriors,Philadelphia Warriors,4-3,LWWLLWW
https://www.basketball-reference.com/playoffs/1948-baa-semifinals-warriors-vs-bombers.html,Philadelphia Warriors,St. Louis Bombers,3-4,WLLWWLL
https://www.basketball-reference.com/playoffs/1948-baa-semifinals-bullets-vs-stags.html,Baltimore Bullets,Baltimore Bullets,1-0,W
https://www.basketball-reference.com/playoffs/1948-baa-semifinals-bullets-vs-stags.html,Baltimore Bullets,Chicago Stags,0-1,L
https://www.basketball-reference.com/playoffs/1948-baa-semifinals-bullets-vs-stags.html,Baltimore Bullets,Baltimore Bullets,2-0,WW
https://www.basketball-reference.com/playoffs/1948-baa-semifinals-bullets-vs-stags.html,Baltimore Bullets,Chicago Stags,0-2,LL
https://www.basketball-reference.com/playoffs/1948-baa-quarterfinals-stags-vs-celtics.html,Chicago Stags,Chicago Stags,1-0,W
https://www.basketball-reference.com/playoffs/1948-baa-quarterfinals-stags-vs-celtics.html,Chicago Stags,Boston Celtics,0-1,L
https://www.basketball-reference.com/playoffs/1948-baa-quarterfinals-stags-vs-celtics.html,Chicago Stags,Chicago Stags,1-1,WL
https://www.basketball-reference.com/playoffs/1948-baa-quarterfinals-stags-vs-celtics.html,Chicago Stags,Boston Celtics,1-1,LW
https://www.basketball-reference.com/playoffs/1948-baa-quarterfinals-stags-vs-celtics.html,Chicago Stags,Chicago Stags,2-1,WLW
https://www.basketball-reference.com/playoffs/1948-baa-quarterfinals-stags-vs-celtics.html,Chicago Stags,Boston Celtics,1-2,LWL
https://www.basketball-reference.com/playoffs/1948-baa-quarterfinals-knicks-vs-bullets.html,Baltimore Bullets,Baltimore Bullets,1-0,W
https://www.basketball-reference.com/playoffs/1948-baa-quarterfinals-knicks-vs-bullets.html,Baltimore Bullets,New York Knicks,0-1,L
https://www.basketball-reference.com/playoffs/1948-baa-quarterfinals-knicks-vs-bullets.html,Baltimore Bullets,Baltimore Bullets,1-1,WL
https://www.basketball-reference.com/playoffs/1948-baa-quarterfinals-knicks-vs-bullets.html,Baltimore Bullets,New York Knicks,1-1,LW
https://www.basketball-reference.com/playoffs/1948-baa-quarterfinals-knicks-vs-bullets.html,Baltimore Bullets,Baltimore Bullets,2-1,WLW
https://www.basketball-reference.com/playoffs/1948-baa-quarterfinals-knicks-vs-bullets.html,Baltimore Bullets,New York Knicks,1-2,LWL
https://www.basketball-reference.com/playoffs/1949-baa-finals-capitols-vs-lakers.html,Minneapolis Lakers,Minneapolis Lakers,1-0,W
https://www.basketball-reference.com/playoffs/1949-baa-finals-capitols-vs-lakers.html,Minneapolis Lakers,Washington Capitols,0-1,L
https://www.basketball-reference.com/playoffs/1949-baa-finals-capitols-vs-lakers.html,Minneapolis Lakers,Minneapolis Lakers,2-0,WW
https://www.basketball-reference.com/playoffs/1949-baa-finals-capitols-vs-lakers.html,Minneapolis Lakers,Washington Capitols,0-2,LL
https://www.basketball-reference.com/playoffs/1949-baa-finals-capitols-vs-lakers.html,Minneapolis Lakers,Minneapolis Lakers,3-0,WWW
https://www.basketball-reference.com/playoffs/1949-baa-finals-capitols-vs-lakers.html,Minneapolis Lakers,Washington Capitols,0-3,LLL
https://www.basketball-reference.com/playoffs/1949-baa-finals-capitols-vs-lakers.html,Minneapolis Lakers,Minneapolis Lakers,3-1,WWWL
https://www.basketball-reference.com/playoffs/1949-baa-finals-capitols-vs-lakers.html,Minneapolis Lakers,Washington Capitols,1-3,LLLW
https://www.basketball-reference.com/playoffs/1949-baa-finals-capitols-vs-lakers.html,Minneapolis Lakers,Minneapolis Lakers,3-2,WWWLL
https://www.basketball-reference.com/playoffs/1949-baa-finals-capitols-vs-lakers.html,Minneapolis Lakers,Washington Capitols,2-3,LLLWW
https://www.basketball-reference.com/playoffs/1949-baa-finals-capitols-vs-lakers.html,Minneapolis Lakers,Minneapolis Lakers,4-2,WWWLLW
https://www.basketball-reference.com/playoffs/1949-baa-finals-capitols-vs-lakers.html,Minneapolis Lakers,Washington Capitols,2-4,LLLWWL
https://www.basketball-reference.com/playoffs/1949-baa-western-division-finals-lakers-vs-royals.html,Minneapolis Lakers,Minneapolis Lakers,1-0,W
https://www.basketball-reference.com/playoffs/1949-baa-western-division-finals-lakers-vs-royals.html,Minneapolis Lakers,Rochester Royals,0-1,L
https://www.basketball-reference.com/playoffs/1949-baa-western-division-finals-lakers-vs-royals.html,Minneapolis Lakers,Minneapolis Lakers,2-0,WW
https://www.basketball-reference.com/playoffs/1949-baa-western-division-finals-lakers-vs-royals.html,Minneapolis Lakers,Rochester Royals,0-2,LL
https://www.basketball-reference.com/playoffs/1949-baa-eastern-division-finals-knicks-vs-capitols.html,Washington Capitols,Washington Capitols,1-0,W
https://www.basketball-reference.com/playoffs/1949-baa-eastern-division-finals-knicks-vs-capitols.html,Washington Capitols,New York Knicks,0-1,L
https://www.basketball-reference.com/playoffs/1949-baa-eastern-division-finals-knicks-vs-capitols.html,Washington Capitols,Washington Capitols,1-1,WL
https://www.basketball-reference.com/playoffs/1949-baa-eastern-division-finals-knicks-vs-capitols.html,Washington Capitols,New York Knicks,1-1,LW
https://www.basketball-reference.com/playoffs/1949-baa-eastern-division-finals-knicks-vs-capitols.html,Washington Capitols,Washington Capitols,2-1,WLW
https://www.basketball-reference.com/playoffs/1949-baa-eastern-division-finals-knicks-vs-capitols.html,Washington Capitols,New York Knicks,1-2,LWL
https://www.basketball-reference.com/playoffs/1949-baa-western-division-semifinals-bombers-vs-royals.html,Rochester Royals,Rochester Royals,1-0,W
https://www.basketball-reference.com/playoffs/1949-baa-western-division-semifinals-bombers-vs-royals.html,Rochester Royals,St. Louis Bombers,0-1,L
https://www.basketball-reference.com/playoffs/1949-baa-western-division-semifinals-bombers-vs-royals.html,Rochester Royals,Rochester Royals,2-0,WW
https://www.basketball-reference.com/playoffs/1949-baa-western-division-semifinals-bombers-vs-royals.html,Rochester Royals,St. Louis Bombers,0-2,LL
https://www.basketball-reference.com/playoffs/1949-baa-western-division-semifinals-stags-vs-lakers.html,Minneapolis Lakers,Minneapolis Lakers,1-0,W
https://www.basketball-reference.com/playoffs/1949-baa-western-division-semifinals-stags-vs-lakers.html,Minneapolis Lakers,Chicago Stags,0-1,L
https://www.basketball-reference.com/playoffs/1949-baa-western-division-semifinals-stags-vs-lakers.html,Minneapolis Lakers,Minneapolis Lakers,2-0,WW
https://www.basketball-reference.com/playoffs/1949-baa-western-division-semifinals-stags-vs-lakers.html,Minneapolis Lakers,Chicago Stags,0-2,LL
https://www.basketball-reference.com/playoffs/1949-baa-eastern-division-semifinals-capitols-vs-warriors.html,Washington Capitols,Washington Capitols,1-0,W
https://www.basketball-reference.com/playoffs/1949-baa-eastern-division-semifinals-capitols-vs-warriors.html,Washington Capitols,Philadelphia Warriors,0-1,L
https://www.basketball-reference.com/playoffs/1949-baa-eastern-division-semifinals-capitols-vs-warriors.html,Washington Capitols,Washington Capitols,2-0,WW
https://www.basketball-reference.com/playoffs/1949-baa-eastern-division-semifinals-capitols-vs-warriors.html,Washington Capitols,Philadelphia Warriors,0-2,LL
https://www.basketball-reference.com/playoffs/1949-baa-eastern-division-semifinals-knicks-vs-bullets.html,New York Knicks,New York Knicks,0-1,L
https://www.basketball-reference.com/playoffs/1949-baa-eastern-division-semifinals-knicks-vs-bullets.html,New York Knicks,Baltimore Bullets,1-0,W
https://www.basketball-reference.com/playoffs/1949-baa-eastern-division-semifinals-knicks-vs-bullets.html,New York Knicks,New York Knicks,1-1,LW
https://www.basketball-reference.com/playoffs/1949-baa-eastern-division-semifinals-knicks-vs-bullets.html,New York Knicks,Baltimore Bullets,1-1,WL
https://www.basketball-reference.com/playoffs/1949-baa-eastern-division-semifinals-knicks-vs-bullets.html,New York Knicks,New York Knicks,2-1,LWW
https://www.basketball-reference.com/playoffs/1949-baa-eastern-division-semifinals-knicks-vs-bullets.html,New York Knicks,Baltimore Bullets,1-2,WLL
https://www.basketball-reference.com/playoffs/1950-nba-finals-lakers-vs-nationals.html,Minneapolis Lakers,Minneapolis Lakers,1-0,W
https://www.basketball-reference.com/playoffs/1950-nba-finals-lakers-vs-nationals.html,Minneapolis Lakers,Syracuse Nationals,0-1,L
https://www.basketball-reference.com/playoffs/1950-nba-finals-lakers-vs-nationals.html,Minneapolis Lakers,Minneapolis Lakers,1-1,WL
https://www.basketball-reference.com/playoffs/1950-nba-finals-lakers-vs-nationals.html,Minneapolis Lakers,Syracuse Nationals,1-1,LW
https://www.basketball-reference.com/playoffs/1950-nba-finals-lakers-vs-nationals.html,Minneapolis Lakers,Minneapolis Lakers,2-1,WLW
https://www.basketball-reference.com/playoffs/1950-nba-finals-lakers-vs-nationals.html,Minneapolis Lakers,Syracuse Nationals,1-2,LWL
https://www.basketball-reference.com/playoffs/1950-nba-finals-lakers-vs-nationals.html,Minneapolis Lakers,Minneapolis Lakers,3-1,WLWW
https://www.basketball-reference.com/playoffs/1950-nba-finals-lakers-vs-nationals.html,Minneapolis Lakers,Syracuse Nationals,1-3,LWLL
https://www.basketball-reference.com/playoffs/1950-nba-finals-lakers-vs-nationals.html,Minneapolis Lakers,Minneapolis Lakers,3-2,WLWWL
https://www.basketball-reference.com/playoffs/1950-nba-finals-lakers-vs-nationals.html,Minneapolis Lakers,Syracuse Nationals,2-3,LWLLW
https://www.basketball-reference.com/playoffs/1950-nba-finals-lakers-vs-nationals.html,Minneapolis Lakers,Minneapolis Lakers,4-2,WLWWLW
https://www.basketball-reference.com/playoffs/1950-nba-finals-lakers-vs-nationals.html,Minneapolis Lakers,Syracuse Nationals,2-4,LWLLWL
https://www.basketball-reference.com/playoffs/1950-nba-semifinals-packers-vs-lakers.html,Minneapolis Lakers,Minneapolis Lakers,1-0,W
https://www.basketball-reference.com/playoffs/1950-nba-semifinals-packers-vs-lakers.html,Minneapolis Lakers,Anderson Packers,0-1,L
https://www.basketball-reference.com/playoffs/1950-nba-semifinals-packers-vs-lakers.html,Minneapolis Lakers,Minneapolis Lakers,2-0,WW
https://www.basketball-reference.com/playoffs/1950-nba-semifinals-packers-vs-lakers.html,Minneapolis Lakers,Anderson Packers,0-2,LL
https://www.basketball-reference.com/playoffs/1950-nba-western-division-finals-packers-vs-olympians.html,Anderson Packers,Anderson Packers,0-1,L
https://www.basketball-reference.com/playoffs/1950-nba-western-division-finals-packers-vs-olympians.html,Anderson Packers,Indianapolis Olympians,1-0,W
https://www.basketball-reference.com/playoffs/1950-nba-western-division-finals-packers-vs-olympians.html,Anderson Packers,Anderson Packers,1-1,LW
https://www.basketball-reference.com/playoffs/1950-nba-western-division-finals-packers-vs-olympians.html,Anderson Packers,Indianapolis Olympians,1-1,WL
https://www.basketball-reference.com/playoffs/1950-nba-western-division-finals-packers-vs-olympians.html,Anderson Packers,Anderson Packers,2-1,LWW
https://www.basketball-reference.com/playoffs/1950-nba-western-division-finals-packers-vs-olympians.html,Anderson Packers,Indianapolis Olympians,1-2,WLL
https://www.basketball-reference.com/playoffs/1950-nba-eastern-division-finals-knicks-vs-nationals.html,Syracuse Nationals,Syracuse Nationals,1-0,W
https://www.basketball-reference.com/playoffs/1950-nba-eastern-division-finals-knicks-vs-nationals.html,Syracuse Nationals,New York Knicks,0-1,L
https://www.basketball-reference.com/playoffs/1950-nba-eastern-division-finals-knicks-vs-nationals.html,Syracuse Nationals,Syracuse Nationals,1-1,WL
https://www.basketball-reference.com/playoffs/1950-nba-eastern-division-finals-knicks-vs-nationals.html,Syracuse Nationals,New York Knicks,1-1,LW
https://www.basketball-reference.com/playoffs/1950-nba-eastern-division-finals-knicks-vs-nationals.html,Syracuse Nationals,Syracuse Nationals,2-1,WLW
https://www.basketball-reference.com/playoffs/1950-nba-eastern-division-finals-knicks-vs-nationals.html,Syracuse Nationals,New York Knicks,1-2,LWL
https://www.basketball-reference.com/playoffs/1950-nba-central-division-finals-pistons-vs-lakers.html,Minneapolis Lakers,Minneapolis Lakers,1-0,W
https://www.basketball-reference.com/playoffs/1950-nba-central-division-finals-pistons-vs-lakers.html,Minneapolis Lakers,Fort Wayne Pistons,0-1,L
https://www.basketball-reference.com/playoffs/1950-nba-central-division-finals-pistons-vs-lakers.html,Minneapolis Lakers,Minneapolis Lakers,2-0,WW
https://www.basketball-reference.com/playoffs/1950-nba-central-division-finals-pistons-vs-lakers.html,Minneapolis Lakers,Fort Wayne Pistons,0-2,LL
https://www.basketball-reference.com/playoffs/1950-nba-western-division-semifinals-red-skins-vs-olympians.html,Indianapolis Olympians,Indianapolis Olympians,1-0,W
https://www.basketball-reference.com/playoffs/1950-nba-western-division-semifinals-red-skins-vs-olympians.html,Indianapolis Olympians,Sheboygan Red Skins,0-1,L
https://www.basketball-reference.com/playoffs/1950-nba-western-division-semifinals-red-skins-vs-olympians.html,Indianapolis Olympians,Indianapolis Olympians,1-1,WL
https://www.basketball-reference.com/playoffs/1950-nba-western-division-semifinals-red-skins-vs-olympians.html,Indianapolis Olympians,Sheboygan Red Skins,1-1,LW
https://www.basketball-reference.com/playoffs/1950-nba-western-division-semifinals-red-skins-vs-olympians.html,Indianapolis Olympians,Indianapolis Olympians,2-1,WLW
https://www.basketball-reference.com/playoffs/1950-nba-western-division-semifinals-red-skins-vs-olympians.html,Indianapolis Olympians,Sheboygan Red Skins,1-2,LWL
https://www.basketball-reference.com/playoffs/1950-nba-western-division-semifinals-blackhawks-vs-packers.html,Anderson Packers,Anderson Packers,1-0,W
https://www.basketball-reference.com/playoffs/1950-nba-western-division-semifinals-blackhawks-vs-packers.html,Anderson Packers,Tri-Cities Blackhawks,0-1,L
https://www.basketball-reference.com/playoffs/1950-nba-western-division-semifinals-blackhawks-vs-packers.html,Anderson Packers,Anderson Packers,1-1,WL
https://www.basketball-reference.com/playoffs/1950-nba-western-division-semifinals-blackhawks-vs-packers.html,Anderson Packers,Tri-Cities Blackhawks,1-1,LW
https://www.basketball-reference.com/playoffs/1950-nba-western-division-semifinals-blackhawks-vs-packers.html,Anderson Packers,Anderson Packers,2-1,WLW
https://www.basketball-reference.com/playoffs/1950-nba-western-division-semifinals-blackhawks-vs-packers.html,Anderson Packers,Tri-Cities Blackhawks,1-2,LWL
https://www.basketball-reference.com/playoffs/1950-nba-eastern-division-semifinals-warriors-vs-nationals.html,Syracuse Nationals,Syracuse Nationals,1-0,W
https://www.basketball-reference.com/playoffs/1950-nba-eastern-division-semifinals-warriors-vs-nationals.html,Syracuse Nationals,Philadelphia Warriors,0-1,L
https://www.basketball-reference.com/playoffs/1950-nba-eastern-division-semifinals-warriors-vs-nationals.html,Syracuse Nationals,Syracuse Nationals,2-0,WW
https://www.basketball-reference.com/playoffs/1950-nba-eastern-division-semifinals-warriors-vs-nationals.html,Syracuse Nationals,Philadelphia Warriors,0-2,LL
https://www.basketball-reference.com/playoffs/1950-nba-eastern-division-semifinals-knicks-vs-capitols.html,New York Knicks,New York Knicks,1-0,W
https://www.basketball-reference.com/playoffs/1950-nba-eastern-division-semifinals-knicks-vs-capitols.html,New York Knicks,Washington Capitols,0-1,L
https://www.basketball-reference.com/playoffs/1950-nba-eastern-division-semifinals-knicks-vs-capitols.html,New York Knicks,New York Knicks,2-0,WW
https://www.basketball-reference.com/playoffs/1950-nba-eastern-division-semifinals-knicks-vs-capitols.html,New York Knicks,Washington Capitols,0-2,LL
https://www.basketball-reference.com/playoffs/1950-nba-central-division-semifinals-stags-vs-lakers.html,Minneapolis Lakers,Minneapolis Lakers,1-0,W
https://www.basketball-reference.com/playoffs/1950-nba-central-division-semifinals-stags-vs-lakers.html,Minneapolis Lakers,Chicago Stags,0-1,L
https://www.basketball-reference.com/playoffs/1950-nba-central-division-semifinals-stags-vs-lakers.html,Minneapolis Lakers,Minneapolis Lakers,2-0,WW
https://www.basketball-reference.com/playoffs/1950-nba-central-division-semifinals-stags-vs-lakers.html,Minneapolis Lakers,Chicago Stags,0-2,LL
https://www.basketball-reference.com/playoffs/1950-nba-central-division-semifinals-pistons-vs-royals.html,Fort Wayne Pistons,Fort Wayne Pistons,1-0,W
https://www.basketball-reference.com/playoffs/1950-nba-central-division-semifinals-pistons-vs-royals.html,Fort Wayne Pistons,Rochester Royals,0-1,L
https://www.basketball-reference.com/playoffs/1950-nba-central-division-semifinals-pistons-vs-royals.html,Fort Wayne Pistons,Fort Wayne Pistons,2-0,WW
https://www.basketball-reference.com/playoffs/1950-nba-central-division-semifinals-pistons-vs-royals.html,Fort Wayne Pistons,Rochester Royals,0-2,LL
https://www.basketball-reference.com/playoffs/1951-nba-finals-knicks-vs-royals.html,Rochester Royals,Rochester Royals,1-0,W
https://www.basketball-reference.com/playoffs/1951-nba-finals-knicks-vs-royals.html,Rochester Royals,New York Knicks,0-1,L
https://www.basketball-reference.com/playoffs/1951-nba-finals-knicks-vs-royals.html,Rochester Royals,Rochester Royals,2-0,WW
https://www.basketball-reference.com/playoffs/1951-nba-finals-knicks-vs-royals.html,Rochester Royals,New York Knicks,0-2,LL
https://www.basketball-reference.com/playoffs/1951-nba-finals-knicks-vs-royals.html,Rochester Royals,Rochester Royals,3-0,WWW
https://www.basketball-reference.com/playoffs/1951-nba-finals-knicks-vs-royals.html,Rochester Royals,New York Knicks,0-3,LLL
https://www.basketball-reference.com/playoffs/1951-nba-finals-knicks-vs-royals.html,Rochester Royals,Rochester Royals,3-1,WWWL
https://www.basketball-reference.com/playoffs/1951-nba-finals-knicks-vs-royals.html,Rochester Royals,New York Knicks,1-3,LLLW
https://www.basketball-reference.com/playoffs/1951-nba-finals-knicks-vs-royals.html,Rochester Royals,Rochester Royals,3-2,WWWLL
https://www.basketball-reference.com/playoffs/1951-nba-finals-knicks-vs-royals.html,Rochester Royals,New York Knicks,2-3,LLLWW
https://www.basketball-reference.com/playoffs/1951-nba-finals-knicks-vs-royals.html,Rochester Royals,Rochester Royals,3-3,WWWLLL
https://www.basketball-reference.com/playoffs/1951-nba-finals-knicks-vs-royals.html,Rochester Royals,New York Knicks,3-3,LLLWWW
https://www.basketball-reference.com/playoffs/1951-nba-finals-knicks-vs-royals.html,Rochester Royals,Rochester Royals,4-3,WWWLLLW
https://www.basketball-reference.com/playoffs/1951-nba-finals-knicks-vs-royals.html,Rochester Royals,New York Knicks,3-4,LLLWWWL
https://www.basketball-reference.com/playoffs/1951-nba-western-division-finals-royals-vs-lakers.html,Rochester Royals,Rochester Royals,0-1,L
https://www.basketball-reference.com/playoffs/1951-nba-western-division-finals-royals-vs-lakers.html,Rochester Royals,Minneapolis Lakers,1-0,W
https://www.basketball-reference.com/playoffs/1951-nba-western-division-finals-royals-vs-lakers.html,Rochester Royals,Rochester Royals,1-1,LW
https://www.basketball-reference.com/playoffs/1951-nba-western-division-finals-royals-vs-lakers.html,Rochester Royals,Minneapolis Lakers,1-1,WL
https://www.basketball-reference.com/playoffs/1951-nba-western-division-finals-royals-vs-lakers.html,Rochester Royals,Rochester Royals,2-1,LWW
https://www.basketball-reference.com/playoffs/1951-nba-western-division-finals-royals-vs-lakers.html,Rochester Royals,Minneapolis Lakers,1-2,WLL
https://www.basketball-reference.com/playoffs/1951-nba-western-division-finals-royals-vs-lakers.html,Rochester Royals,Rochester Royals,3-1,LWWW
